50000 50000
35717 1074 60
35718 44295 8
35719 1261 59
35720 33465 32
35721 4128 31
35722 30503 48
35723 34365 29
35724 15326 51
35725 26848 35
35726 29129 21
35727 37503 18
35728 9027 45
35729 27983 50
35730 28820 13
35731 35182 57
35732 28518 6
35733 10860 38
35734 8861 22
35735 17463 44
35736 33069 12
35737 16674 27
35738 10954 48
35739 2695 48
35740 7103 35
35741 40370 27
35742 47060 23
35743 42386 52
35744 3700 24
35745 11683 51
35746 17464 30
35747 40651 30
35748 7332 53
35749 31811 8
35750 41780 35
35751 29681 2
35752 3004 55
35753 13353 14
35754 38228 40
35755 27694 52
35756 16578 9
35757 39287 26
35758 41471 10
35759 7579 60
35760 23901 60
35761 32122 40
35762 39591 6
35763 16243 14
35764 40794 26
35765 23915 54
35766 11643 36
35767 1887 26
35768 20485 2
35769 47479 54
35770 27497 31
35771 16922 6
35772 41754 28
35773 633 58
35774 13833 24
35775 1607 2
35776 6590 18
35777 14355 5
35778 19121 37
35779 12750 6
35780 42314 45
35781 14553 45
35782 44778 26
35783 30209 51
35784 10678 29
35785 25179 5
35786 19559 9
35787 6280 32
35788 12577 48
35789 8650 50
35790 7139 40
35791 42661 28
35792 40286 26
35793 7422 48
35794 8670 16
35795 35004 8
35796 41617 10
35797 17136 46
35798 33170 58
35799 42027 56
35800 19703 7
35801 29819 9
35802 14373 47
35803 13473 57
35804 16334 23
35805 36071 46
35806 47200 47
35807 29232 28
35808 5225 60
35809 45340 28
35810 22221 42
35811 47701 5
35812 16173 38
35813 10217 38
35814 47372 18
35815 45843 55
35816 39537 26
35817 17557 33
35818 39858 32
35819 4364 42
35820 32465 37
35821 5397 51
35822 25874 25
35823 17277 56
35824 7642 44
35825 38490 3
35826 35156 10
35827 18604 29
35828 20333 38
35829 32565 60
35830 28661 28
35831 43683 52
35832 18574 19
35833 13813 47
35834 27774 4
35835 46285 45
35836 22982 35
35837 17106 33
35838 36803 13
35839 49090 13
35840 42932 14
35841 22728 5
35842 47932 44
35843 32861 33
35844 12830 42
35845 2774 13
35846 35996 56
35847 31344 3
35848 20088 27
35849 5816 58
35850 771 8
35851 44533 55
35852 37025 55
35853 13886 39
35854 36600 38
35855 19373 3
35856 36614 2
35857 44390 42
35858 10338 44
35859 24571 51
35860 24335 6
35861 43945 26
35862 22732 31
35863 32081 45
35864 11032 38
35865 42013 8
35866 33369 21
35867 45227 51
35868 43490 14
35869 14174 46
35870 22777 45
35871 41356 36
35872 36329 12
35873 7490 37
35874 46772 12
35875 47252 47
35876 35293 14
35877 17949 30
35878 24087 11
35879 39367 33
35880 48966 9
35881 13702 5
35882 31583 46
35883 24576 20
35884 4079 13
35885 12934 41
35886 22540 29
35887 24433 33
35888 42235 6
35889 7196 28
35890 477 57
35891 11023 5
35892 35605 21
35893 46638 57
35894 22738 7
35895 40964 24
35896 33665 11
35897 23397 60
35898 25578 49
35899 15730 40
35900 10211 14
35901 45329 21
35902 43873 22
35903 18531 35
35904 10909 25
35905 48908 12
35906 15819 37
35907 24435 33
35908 10857 16
35909 8846 9
35910 36000 37
35911 2469 42
35912 35198 33
35913 13414 11
35914 40889 19
35915 24816 8
35916 16373 12
35917 5876 50
35918 21545 37
35919 39001 18
35920 2141 16
35921 24258 37
35922 4136 4
35923 32995 54
35924 19259 30
35925 1482 28
35926 40039 4
35927 24718 41
35928 29382 39
35929 29939 57
35930 36421 26
35931 37399 4
35932 5084 59
35933 34574 19
35934 10118 20
35935 5889 25
35936 3599 8
35937 14659 16
35938 17432 25
35939 23024 37
35940 20593 40
35941 10522 35
35942 986 2
35943 23630 26
35944 8270 60
35945 10536 38
35946 40288 5
35947 48017 22
35948 18743 42
35949 36447 55
35950 21976 19
35951 29009 48
35952 8619 20
35953 27397 16
35954 31302 43
35955 18511 56
35956 12188 31
35957 31657 28
35958 9231 11
35959 25839 23
35960 33825 12
35961 7437 19
35962 30348 25
35963 16884 60
35964 30376 28
35965 17202 16
35966 439 35
35967 16655 56
35968 45335 46
35969 26977 57
35970 40568 4
35971 38786 28
35972 42751 58
35973 2093 60
35974 21215 22
35975 1856 24
35976 27029 19
35977 14001 4
35978 33671 33
35979 32061 11
35980 6344 21
35981 19353 11
35982 26963 36
35983 2965 60
35984 32244 48
35985 41970 10
35986 19126 44
35987 37644 23
35988 39098 31
35989 46733 35
35990 26503 38
35991 14559 42
35992 10785 15
35993 12518 39
35994 42481 49
35995 18881 16
35996 8170 2
35997 9078 41
35998 15500 24
35999 35425 7
36000 14898 48
36001 14008 26
36002 41293 8
36003 47015 36
36004 31388 5
36005 40661 25
36006 22506 7
36007 48989 35
36008 23519 55
36009 25883 32
36010 33470 60
36011 31541 34
36012 34964 50
36013 17968 24
36014 30793 7
36015 2446 22
36016 40702 41
36017 44040 42
36018 1815 6
36019 31920 3
36020 22030 31
36021 36434 41
36022 8676 21
36023 10621 32
36024 12272 11
36025 22809 26
36026 33668 29
36027 9304 18
36028 42592 43
36029 18589 9
36030 45683 55
36031 15268 47
36032 31648 32
36033 25945 54
36034 36543 6
36035 98 32
36036 33531 58
36037 25769 41
36038 28799 15
36039 5022 23
36040 19188 53
36041 30733 27
36042 49867 60
36043 21406 42
36044 8233 22
36045 19362 33
36046 48563 49
36047 4713 17
36048 49164 26
36049 3910 12
36050 10 51
36051 9050 47
36052 3142 29
36053 22582 23
36054 24206 52
36055 16217 22
36056 46592 28
36057 21842 43
36058 28362 16
36059 25540 40
36060 22195 17
36061 41886 15
36062 10129 5
36063 1340 30
36064 35134 49
36065 14717 2
36066 21516 27
36067 37822 38
36068 18750 3
36069 1415 16
36070 48122 26
36071 19768 59
36072 5429 13
36073 40250 43
36074 16132 24
36075 25884 22
36076 11635 44
36077 47043 15
36078 44041 46
36079 25867 7
36080 35974 26
36081 7779 20
36082 45927 20
36083 40034 29
36084 17227 40
36085 34827 53
36086 3031 17
36087 34434 2
36088 31112 10
36089 32615 60
36090 17038 7
36091 34415 49
36092 18555 51
36093 19654 13
36094 4433 22
36095 33413 51
36096 45277 54
36097 34716 12
36098 30151 5
36099 27827 8
36100 22642 59
36101 41096 22
36102 22655 38
36103 26491 48
36104 10201 16
36105 9790 19
36106 36687 32
36107 26018 10
36108 42079 6
36109 5963 17
36110 46361 34
36111 30063 19
36112 25240 15
36113 3351 8
36114 47598 30
36115 24450 11
36116 44108 52
36117 29937 29
36118 42321 11
36119 21982 10
36120 44177 42
36121 46501 15
36122 831 5
36123 7895 53
36124 12277 56
36125 26952 33
36126 13738 45
36127 6947 39
36128 18419 54
36129 28399 11
36130 46441 49
36131 21765 41
36132 17271 53
36133 46796 2
36134 8798 10
36135 24777 51
36136 2358 27
36137 8571 17
36138 30902 35
36139 4509 45
36140 25050 43
36141 41120 60
36142 25538 58
36143 17530 48
36144 34115 50
36145 39735 6
36146 27246 12
36147 33536 31
36148 15880 32
36149 14969 23
36150 31415 28
36151 38036 53
36152 43079 46
36153 22838 40
36154 9831 8
36155 21791 50
36156 9634 28
36157 9378 22
36158 34599 57
36159 35442 14
36160 17996 40
36161 28777 31
36162 35560 27
36163 26609 16
36164 42213 26
36165 27920 28
36166 1987 20
36167 43448 51
36168 20887 21
36169 38157 47
36170 36998 55
36171 10085 49
36172 28328 5
36173 16578 2
36174 28123 8
36175 49813 53
36176 48747 55
36177 25082 43
36178 24391 46
36179 3516 19
36180 3000 11
36181 48469 47
36182 22465 28
36183 17482 41
36184 44783 46
36185 25695 55
36186 49704 12
36187 1463 30
36188 38018 22
36189 19950 2
36190 17507 5
36191 579 3
36192 1125 51
36193 14243 12
36194 16047 4
36195 27341 34
36196 43230 4
36197 41977 40
36198 20680 8
36199 32731 22
36200 1845 20
36201 2273 7
36202 23760 37
36203 25083 30
36204 45609 31
36205 44278 19
36206 33419 52
36207 38981 10
36208 19892 28
36209 24252 13
36210 8910 15
36211 44596 36
36212 41131 11
36213 5735 36
36214 16881 31
36215 10128 53
36216 5155 35
36217 16613 51
36218 30334 42
36219 5728 47
36220 2438 6
36221 24572 53
36222 37991 47
36223 45675 13
36224 31494 15
36225 13381 25
36226 6563 48
36227 43666 3
36228 19586 6
36229 24228 35
36230 29039 36
36231 33224 18
36232 6135 45
36233 27975 36
36234 18840 51
36235 38842 22
36236 42228 53
36237 6878 33
36238 35523 13
36239 25431 4
36240 37577 35
36241 22068 51
36242 8761 50
36243 25106 59
36244 45896 43
36245 35650 46
36246 41892 5
36247 24822 60
36248 35996 31
36249 8970 54
36250 3470 22
36251 22696 29
36252 14819 23
36253 15585 7
36254 49808 45
36255 16974 40
36256 32937 30
36257 9329 59
36258 37822 4
36259 9094 56
36260 17416 59
36261 14289 51
36262 34347 52
36263 8326 60
36264 29075 5
36265 41222 45
36266 37558 24
36267 39720 7
36268 39912 14
36269 22112 56
36270 44936 49
36271 42622 31
36272 8209 53
36273 12657 21
36274 42745 18
36275 7764 14
36276 47941 10
36277 48706 25
36278 38818 12
36279 18692 47
36280 291 21
36281 27842 47
36282 47002 59
36283 36975 57
36284 25476 46
36285 39982 35
36286 7424 14
36287 32342 12
36288 12244 54
36289 11906 10
36290 48931 56
36291 3141 6
36292 17280 27
36293 3875 34
36294 35449 3
36295 45781 23
36296 10813 28
36297 35523 39
36298 2146 12
36299 11259 59
36300 11210 57
36301 27985 2
36302 41969 14
36303 33451 50
36304 29633 16
36305 35984 28
36306 5535 36
36307 23691 10
36308 23176 36
36309 17236 4
36310 47575 28
36311 3806 41
36312 43933 42
36313 4051 59
36314 23747 4
36315 19040 24
36316 38348 55
36317 15341 37
36318 49767 21
36319 9126 58
36320 16992 39
36321 34472 29
36322 49009 48
36323 7108 47
36324 23709 41
36325 24472 60
36326 20973 7
36327 3272 10
36328 34641 11
36329 2820 16
36330 23302 7
36331 27701 17
36332 31899 28
36333 18050 55
36334 786 11
36335 24757 46
36336 24587 23
36337 10996 51
36338 41161 7
36339 32899 21
36340 31543 28
36341 10060 29
36342 3328 47
36343 1 21
36344 20951 27
36345 23921 36
36346 33439 11
36347 28297 45
36348 44611 25
36349 25206 27
36350 40628 21
36351 1366 16
36352 21387 52
36353 26975 16
36354 49080 51
36355 28916 18
36356 34653 46
36357 31138 54
36358 28102 54
36359 39624 26
36360 42258 5
36361 49873 22
36362 5296 37
36363 44852 15
36364 47430 53
36365 17332 32
36366 45592 28
36367 541 34
36368 38700 7
36369 24310 48
36370 38817 35
36371 33016 58
36372 12576 25
36373 17594 57
36374 20523 29
36375 6488 44
36376 11941 55
36377 31404 2
36378 4581 21
36379 12252 26
36380 39161 16
36381 38696 17
36382 16934 49
36383 43246 23
36384 21658 31
36385 27383 54
36386 24550 59
36387 46629 24
36388 46698 8
36389 47185 32
36390 38086 40
36391 22452 7
36392 17336 11
36393 44622 19
36394 49240 21
36395 40533 23
36396 49266 35
36397 32515 43
36398 30231 20
36399 47739 22
36400 27919 37
36401 17816 58
36402 31127 23
36403 30011 58
36404 21896 24
36405 5943 3
36406 40412 33
36407 23791 55
36408 13390 58
36409 49113 31
36410 42763 25
36411 2351 31
36412 24724 39
36413 18185 22
36414 20486 53
36415 33470 45
36416 9714 7
36417 38835 19
36418 41267 23
36419 24611 55
36420 7291 46
36421 16639 22
36422 35045 44
36423 11577 26
36424 40239 25
36425 22138 28
36426 33352 37
36427 5750 7
36428 18052 19
36429 13691 24
36430 2585 56
36431 15176 37
36432 45212 8
36433 40015 5
36434 37489 51
36435 10920 32
36436 10655 36
36437 41784 46
36438 49914 21
36439 42791 24
36440 44410 9
36441 16616 36
36442 27336 14
36443 47414 35
36444 39510 51
36445 9048 10
36446 34281 25
36447 3131 33
36448 23089 37
36449 14832 33
36450 48583 52
36451 7120 56
36452 36063 44
36453 35424 9
36454 44513 25
36455 48436 21
36456 48785 36
36457 25474 25
36458 40786 3
36459 63 13
36460 2667 40
36461 25280 12
36462 15049 29
36463 42465 55
36464 12198 44
36465 1193 21
36466 49913 30
36467 20330 13
36468 26899 53
36469 4975 48
36470 24770 26
36471 19154 43
36472 27551 55
36473 8031 5
36474 22320 24
36475 26210 50
36476 18196 59
36477 1887 23
36478 20503 38
36479 31529 37
36480 39828 40
36481 4662 14
36482 18497 54
36483 36934 24
36484 31469 34
36485 32955 21
36486 14354 15
36487 16945 30
36488 31856 55
36489 45243 2
36490 49556 52
36491 27393 43
36492 39164 59
36493 22251 24
36494 43225 49
36495 45386 41
36496 1434 29
36497 11879 3
36498 8605 16
36499 38142 5
36500 45874 39
36501 36445 43
36502 8976 7
36503 27338 12
36504 38944 34
36505 47588 53
36506 11349 37
36507 36046 50
36508 47117 26
36509 23764 28
36510 10231 52
36511 42567 2
36512 17040 58
36513 39638 8
36514 1608 27
36515 16615 21
36516 16494 24
36517 27202 45
36518 14760 40
36519 22389 7
36520 33038 35
36521 23493 30
36522 15105 41
36523 16045 56
36524 47346 37
36525 37680 40
36526 2240 16
36527 3997 51
36528 42444 13
36529 1270 55
36530 37713 48
36531 48157 40
36532 4677 33
36533 30818 38
36534 5774 12
36535 47995 17
36536 24966 28
36537 37932 47
36538 1108 26
36539 18811 13
36540 33664 25
36541 44900 30
36542 23103 47
36543 31221 14
36544 43460 31
36545 22798 8
36546 36364 2
36547 39689 28
36548 8822 20
36549 29123 33
36550 30260 5
36551 24020 10
36552 38012 57
36553 19074 42
36554 112 53
36555 32387 13
36556 45953 44
36557 46635 46
36558 23879 19
36559 30657 28
36560 41158 42
36561 31614 18
36562 8227 49
36563 28098 29
36564 18879 15
36565 23829 24
36566 32996 58
36567 11203 38
36568 26481 11
36569 22996 15
36570 5271 29
36571 47371 59
36572 30783 3
36573 45205 27
36574 37123 18
36575 5592 40
36576 45364 13
36577 25943 52
36578 10514 45
36579 35248 55
36580 45044 6
36581 40759 33
36582 11679 29
36583 12515 53
36584 2114 19
36585 3191 11
36586 11655 26
36587 15116 28
36588 16584 4
36589 6418 24
36590 31147 6
36591 23179 21
36592 9040 28
36593 32252 41
36594 48161 38
36595 21796 47
36596 31000 33
36597 14136 44
36598 41162 35
36599 39402 54
36600 1997 54
36601 18199 7
36602 12772 30
36603 26167 29
36604 33407 52
36605 39401 59
36606 19014 50
36607 39143 21
36608 41287 14
36609 27101 43
36610 6277 52
36611 33810 7
36612 18005 44
36613 48191 59
36614 42870 55
36615 45157 13
36616 20278 17
36617 20908 24
36618 47703 48
36619 33117 44
36620 15065 4
36621 1833 34
36622 4397 60
36623 23973 47
36624 209 30
36625 42078 49
36626 49542 22
36627 5117 36
36628 7758 3
36629 8752 41
36630 40372 54
36631 32230 55
36632 6463 25
36633 36969 22
36634 19746 42
36635 22273 16
36636 12838 4
36637 44698 4
36638 3096 20
36639 48435 2
36640 15677 3
36641 7231 41
36642 40000 25
36643 88 23
36644 3961 7
36645 26140 16
36646 10954 42
36647 6693 29
36648 34411 45
36649 45352 54
36650 20766 50
36651 3435 49
36652 45055 4
36653 2421 37
36654 35014 6
36655 35407 30
36656 23768 28
36657 28677 38
36658 27376 50
36659 43723 6
36660 33035 48
36661 33775 14
36662 14015 40
36663 26527 30
36664 49948 20
36665 4748 2
36666 22091 15
36667 10394 40
36668 20699 27
36669 42757 11
36670 43003 32
36671 1821 44
36672 47673 58
36673 6220 23
36674 15395 45
36675 47079 54
36676 9279 17
36677 32050 44
36678 15239 23
36679 34735 37
36680 15488 15
36681 6084 44
36682 28177 38
36683 42598 32
36684 40500 35
36685 2828 39
36686 47960 24
36687 11651 12
36688 28772 52
36689 25440 33
36690 29417 50
36691 32462 40
36692 22979 35
36693 25748 52
36694 7011 60
36695 32469 21
36696 29162 32
36697 38486 52
36698 44580 36
36699 49267 37
36700 17459 45
36701 188 51
36702 40263 57
36703 25755 5
36704 26566 55
36705 28861 51
36706 20170 55
36707 17694 14
36708 12053 36
36709 42723 32
36710 36915 18
36711 36506 20
36712 31571 13
36713 21505 32
36714 34733 17
36715 5691 56
36716 1306 37
36717 33419 53
36718 25410 29
36719 19633 32
36720 40505 13
36721 44377 8
36722 35135 21
36723 5744 47
36724 45929 41
36725 8614 48
36726 7226 27
36727 12850 28
36728 45399 25
36729 6240 36
36730 44702 12
36731 12872 11
36732 4699 4
36733 45937 5
36734 47729 9
36735 18257 48
36736 11318 47
36737 12538 19
36738 49200 44
36739 36507 59
36740 26098 57
36741 44000 14
36742 49623 42
36743 35053 39
36744 12558 7
36745 5898 52
36746 37197 38
36747 8221 54
36748 32405 55
36749 1649 35
36750 48283 60
36751 16742 11
36752 42137 33
36753 8075 26
36754 16940 41
36755 37651 54
36756 4323 25
36757 18728 22
36758 48461 55
36759 28355 4
36760 40984 33
36761 2112 42
36762 6188 18
36763 31822 20
36764 6308 34
36765 21373 15
36766 27395 28
36767 49611 31
36768 46576 19
36769 17334 21
36770 12466 52
36771 24805 47
36772 27535 49
36773 37396 38
36774 14418 58
36775 47529 52
36776 32834 4
36777 19653 10
36778 23060 17
36779 11345 45
36780 30240 12
36781 6929 43
36782 37547 8
36783 14263 56
36784 47095 18
36785 13884 46
36786 26545 58
36787 7933 19
36788 34747 38
36789 7618 12
36790 30595 52
36791 40840 52
36792 33344 4
36793 46380 3
36794 24330 55
36795 47475 53
36796 48973 25
36797 28583 18
36798 18066 43
36799 12488 24
36800 39386 52
36801 25516 23
36802 39487 60
36803 38549 40
36804 12889 50
36805 12113 11
36806 34523 38
36807 26947 19
36808 12129 24
36809 5419 5
36810 1836 10
36811 42038 48
36812 2274 16
36813 11912 33
36814 24948 13
36815 40185 6
36816 44901 9
36817 33690 39
36818 43779 46
36819 43111 53
36820 34763 28
36821 13126 36
36822 48728 30
36823 8118 39
36824 45751 48
36825 14557 18
36826 213 13
36827 46374 55
36828 9953 31
36829 40727 37
36830 23977 14
36831 4236 47
36832 49671 46
36833 37908 37
36834 47796 42
36835 10641 58
36836 47125 47
36837 23894 23
36838 32305 38
36839 8484 27
36840 22501 3
36841 33906 57
36842 20493 59
36843 33831 53
36844 24260 38
36845 24835 50
36846 318 34
36847 35836 22
36848 48018 2
36849 22175 11
36850 40323 56
36851 19490 25
36852 30028 54
36853 12501 60
36854 48605 20
36855 12410 45
36856 3671 54
36857 31305 45
36858 47433 24
36859 28414 4
36860 22345 49
36861 18108 39
36862 14547 6
36863 22810 39
36864 27918 48
36865 29391 30
36866 26633 45
36867 718 31
36868 14730 16
36869 26170 35
36870 21357 8
36871 10172 29
36872 38463 23
36873 49256 49
36874 13715 48
36875 47998 59
36876 2942 3
36877 33666 32
36878 1506 6
36879 46469 4
36880 12315 21
36881 13974 55
36882 9268 48
36883 32375 5
36884 44353 51
36885 42606 2
36886 31300 38
36887 1134 38
36888 48891 21
36889 4113 17
36890 40240 32
36891 5678 56
36892 10665 13
36893 12396 8
36894 47719 23
36895 46077 19
36896 31969 28
36897 1967 45
36898 10962 44
36899 31654 34
36900 26988 34
36901 11946 10
36902 17037 37
36903 47786 47
36904 20436 42
36905 2356 40
36906 35516 26
36907 47744 9
36908 5134 44
36909 46725 46
36910 31373 31
36911 32115 4
36912 9515 13
36913 16517 53
36914 36931 28
36915 30046 49
36916 46763 43
36917 12948 57
36918 17179 32
36919 18136 21
36920 22785 5
36921 19364 33
36922 40941 30
36923 7169 9
36924 1207 7
36925 37270 2
36926 28152 35
36927 12659 54
36928 8958 53
36929 36756 46
36930 39043 25
36931 31898 53
36932 23750 58
36933 21668 36
36934 26910 17
36935 28905 39
36936 7549 41
36937 26049 60
36938 32926 33
36939 348 25
36940 39369 58
36941 17883 51
36942 28752 23
36943 15703 46
36944 44694 47
36945 46453 8
36946 31537 19
36947 19024 2
36948 20330 39
36949 49024 60
36950 32559 29
36951 34927 15
36952 29538 26
36953 238 7
36954 48119 42
36955 23518 25
36956 13859 14
36957 2909 24
36958 8131 27
36959 13148 54
36960 14776 42
36961 40730 33
36962 33690 26
36963 48198 5
36964 17541 53
36965 5335 19
36966 4447 33
36967 8905 37
36968 34025 59
36969 45607 2
36970 25695 51
36971 25753 28
36972 1177 31
36973 40436 5
36974 34887 47
36975 46009 55
36976 33705 23
36977 19356 14
36978 38291 16
36979 41620 6
36980 24760 59
36981 34685 23
36982 23717 12
36983 25205 6
36984 10472 43
36985 43150 30
36986 37017 24
36987 36052 17
36988 13907 56
36989 25946 29
36990 5187 19
36991 28228 5
36992 6085 57
36993 17024 56
36994 30723 13
36995 40161 47
36996 44591 32
36997 14199 40
36998 5233 50
36999 17167 59
37000 26447 40
37001 19519 4
37002 46142 18
37003 5118 21
37004 20970 54
37005 49129 59
37006 1729 15
37007 32503 6
37008 29173 59
37009 43269 9
37010 38745 40
37011 32909 32
37012 26777 30
37013 3573 29
37014 46416 24
37015 30985 42
37016 40530 59
37017 44024 47
37018 22346 22
37019 49232 29
37020 30585 26
37021 27467 10
37022 3355 4
37023 15625 25
37024 27210 51
37025 346 37
37026 18756 4
37027 7760 32
37028 28525 25
37029 45529 13
37030 31307 28
37031 422 27
37032 47096 38
37033 36619 10
37034 23261 40
37035 3400 13
37036 47539 36
37037 20570 27
37038 41194 7
37039 45974 8
37040 39798 42
37041 43082 20
37042 16233 34
37043 5689 42
37044 19688 34
37045 696 18
37046 22681 43
37047 8405 35
37048 15847 43
37049 19234 39
37050 44606 19
37051 16599 10
37052 32602 12
37053 42390 39
37054 30651 44
37055 9451 56
37056 13138 29
37057 30671 53
37058 25382 56
37059 42746 11
37060 31252 32
37061 10019 37
37062 15234 47
37063 38683 40
37064 48873 37
37065 26438 41
37066 28710 2
37067 15162 11
37068 1626 59
37069 37590 24
37070 49122 35
37071 3593 8
37072 47812 19
37073 7089 34
37074 44891 17
37075 5126 12
37076 8847 52
37077 31631 44
37078 19099 33
37079 34396 15
37080 18437 41
37081 39466 13
37082 32219 11
37083 9872 4
37084 31670 24
37085 18133 19
37086 9631 17
37087 14012 25
37088 577 43
37089 28684 21
37090 5590 16
37091 8294 12
37092 46671 41
37093 18406 39
37094 15755 6
37095 14839 33
37096 37471 48
37097 28963 23
37098 17721 52
37099 26864 12
37100 47591 51
37101 27540 45
37102 18037 34
37103 37801 27
37104 48657 3
37105 11586 38
37106 1414 31
37107 1873 48
37108 1694 14
37109 4941 4
37110 38265 48
37111 36235 27
37112 31691 35
37113 13178 41
37114 19437 9
37115 17685 39
37116 33965 6
37117 45353 32
37118 46960 58
37119 19181 59
37120 39518 39
37121 45468 35
37122 23601 28
37123 18916 14
37124 34442 39
37125 18501 24
37126 15442 57
37127 36700 23
37128 39462 17
37129 18813 13
37130 4201 43
37131 4863 2
37132 21696 45
37133 42212 31
37134 21495 14
37135 6228 14
37136 11031 12
37137 26212 44
37138 21216 47
37139 28494 39
37140 15396 6
37141 2544 53
37142 48977 12
37143 6033 9
37144 16126 37
37145 27960 60
37146 18022 54
37147 23710 12
37148 10472 58
37149 9182 9
37150 17547 42
37151 47441 38
37152 18132 28
37153 40263 60
37154 8842 42
37155 27314 25
37156 38391 52
37157 44881 17
37158 7794 41
37159 6655 18
37160 36975 60
37161 26137 16
37162 19238 57
37163 18877 40
37164 22215 2
37165 4917 17
37166 35758 11
37167 33695 32
37168 41431 26
37169 3308 6
37170 10132 29
37171 38967 51
37172 5736 25
37173 1612 26
37174 42340 21
37175 8419 32
37176 44445 49
37177 6786 43
37178 43967 33
37179 5221 60
37180 15813 2
37181 32167 20
37182 43106 35
37183 47060 50
37184 30596 28
37185 39504 47
37186 7631 14
37187 40994 34
37188 31451 46
37189 32627 39
37190 4312 53
37191 34923 14
37192 27669 35
37193 6158 9
37194 12358 15
37195 40071 29
37196 48898 47
37197 13059 46
37198 14505 34
37199 35858 54
37200 46159 19
37201 9795 15
37202 23662 53
37203 43687 53
37204 8800 36
37205 1933 2
37206 19219 16
37207 32838 43
37208 27402 9
37209 27018 9
37210 49612 23
37211 26932 7
37212 42552 12
37213 47563 32
37214 21092 21
37215 7250 60
37216 17847 23
37217 24975 6
37218 3148 55
37219 29426 26
37220 31704 2
37221 6119 3
37222 19831 9
37223 33939 19
37224 27967 35
37225 9012 34
37226 47999 8
37227 40086 39
37228 36810 21
37229 17995 33
37230 25911 45
37231 2169 47
37232 11724 54
37233 47227 2
37234 13515 20
37235 11098 24
37236 25991 10
37237 23577 3
37238 17286 58
37239 39699 34
37240 15176 5
37241 792 45
37242 25569 11
37243 13069 21
37244 43983 57
37245 3526 30
37246 24495 4
37247 19784 52
37248 17075 18
37249 42823 57
37250 1020 2
37251 6224 24
37252 15057 38
37253 17292 6
37254 25187 11
37255 49553 17
37256 26412 50
37257 25860 60
37258 37620 27
37259 21341 32
37260 48361 23
37261 2113 8
37262 37280 39
37263 5129 33
37264 2379 47
37265 30523 15
37266 20312 24
37267 1229 22
37268 37349 9
37269 5009 24
37270 29617 47
37271 1 34
37272 42208 21
37273 8139 55
37274 11866 26
37275 14595 13
37276 7727 37
37277 35917 40
37278 31033 27
37279 29770 52
37280 27487 31
37281 22363 54
37282 31881 27
37283 7676 35
37284 38798 38
37285 29024 24
37286 28186 35
37287 48568 51
37288 5752 34
37289 11697 52
37290 9015 14
37291 40442 30
37292 14383 4
37293 20022 25
37294 43319 40
37295 48200 14
37296 6213 29
37297 33834 33
37298 3086 24
37299 35442 45
37300 17199 5
37301 20873 6
37302 19367 46
37303 38202 31
37304 21159 13
37305 21453 27
37306 38879 28
37307 45581 9
37308 30553 57
37309 16616 25
37310 26687 40
37311 1929 28
37312 28500 46
37313 29894 48
37314 30796 34
37315 49071 31
37316 27178 56
37317 24875 59
37318 9762 57
37319 17419 9
37320 4477 44
37321 33468 24
37322 37035 19
37323 24508 55
37324 32256 3
37325 46470 57
37326 8313 37
37327 40683 20
37328 15140 14
37329 36949 50
37330 19897 26
37331 2084 57
37332 30629 43
37333 30433 44
37334 12301 13
37335 3681 32
37336 22842 32
37337 6627 31
37338 1800 14
37339 17449 5
37340 11962 51
37341 25432 4
37342 25350 6
37343 40226 31
37344 21982 19
37345 37387 14
37346 19780 13
37347 49457 20
37348 7497 55
37349 41963 4
37350 633 30
37351 26016 22
37352 44661 37
37353 15237 40
37354 14562 5
37355 25238 6
37356 42395 45
37357 41584 32
37358 30957 35
37359 10591 25
37360 23751 19
37361 40101 51
37362 45008 9
37363 29175 24
37364 39485 19
37365 15573 53
37366 46782 41
37367 14665 53
37368 18528 45
37369 7980 42
37370 13172 21
37371 24660 58
37372 15609 41
37373 42587 11
37374 12098 16
37375 800 57
37376 47943 23
37377 38962 39
37378 20285 48
37379 33700 34
37380 36796 42
37381 21496 30
37382 27563 38
37383 43111 46
37384 41236 28
37385 43428 34
37386 19337 29
37387 13527 4
37388 24343 59
37389 16447 7
37390 11219 34
37391 5366 24
37392 44895 52
37393 107 3
37394 23486 42
37395 3732 48
37396 15733 33
37397 1285 45
37398 31949 60
37399 30277 46
37400 17472 36
37401 45695 58
37402 33599 26
37403 30522 51
37404 5463 3
37405 37092 20
37406 31459 10
37407 28002 59
37408 5586 50
37409 5018 10
37410 2382 55
37411 31352 28
37412 8308 4
37413 44782 47
37414 49131 46
37415 840 21
37416 5774 41
37417 34897 43
37418 38075 12
37419 6 19
37420 29783 59
37421 47055 55
37422 23438 13
37423 24904 54
37424 39369 20
37425 24914 54
37426 4624 25
37427 33836 21
37428 15402 2
37429 4980 55
37430 44501 56
37431 28826 21
37432 44185 7
37433 44740 42
37434 13185 3
37435 49678 28
37436 20536 60
37437 4348 11
37438 28616 32
37439 14752 24
37440 19180 21
37441 29527 39
37442 11242 12
37443 35641 34
37444 41549 30
37445 36799 37
37446 40403 35
37447 24690 50
37448 21474 20
37449 21604 10
37450 2310 19
37451 24237 16
37452 15762 60
37453 9497 53
37454 20057 14
37455 22988 2
37456 43871 56
37457 29445 14
37458 46774 19
37459 40308 59
37460 46631 25
37461 39265 16
37462 28773 49
37463 44087 51
37464 12438 28
37465 17228 33
37466 46649 34
37467 16017 35
37468 2332 18
37469 16240 50
